../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0073_image.jpg,469,607,431,500,0.845274
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0073_image.jpg,598,671,429,472,0.534521
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0073_image.jpg,461,1142,295,878,0.946261
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0020_image.jpg,568,662,322,375,0.864577
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0020_image.jpg,811,1523,280,849,0.962716
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0019_image.jpg,759,1442,304,870,0.954672
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0013_image.jpg,801,1228,359,715,0.931716
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0037_image.jpg,779,1449,288,839,0.965518
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0066_image.jpg,212,472,376,512,0.663715
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0066_image.jpg,605,650,436,468,0.379433
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0066_image.jpg,747,1312,319,782,0.942641
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0046_image.jpg,808,1536,271,862,0.942906
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0069_image.jpg,303,476,415,502,0.783783
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0069_image.jpg,565,1259,290,882,0.95329
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0021_image.jpg,650,1228,326,798,0.959199
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0067_image.jpg,639,687,434,464,0.40408
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0067_image.jpg,660,1352,287,849,0.967792
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0005_image.jpg,-22,640,302,693,0.502458
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0005_image.jpg,1075,1191,434,521,0.814712
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0042_image.jpg,988,1727,239,849,0.868767
../data/deploy/trainval/b2365de5-858e-40b3-b782-68fdc6068389/0031_image.jpg,782,1427,318,852,0.967795
